Time Frame,Date,Ta (C),Tm (C),I3 (W/m2),I15 (W/m2),P (kW)
14,8/19/12 2:50 PM,33.43,44.2,683.28,686.91,548.5
15,8/19/12 3:50 PM,33.1,40.6,512.52,499.61,406.23
16,8/19/12 4:50 PM,32.9,35.83,318.45,289.51,230.7
17,8/19/12 5:50 PM,31.65,30.17,130.08,99.85,72.98
18,8/19/12 6:50 PM,27.57,25.65,8.75,9.95,7.95
19,8/19/12 7:50 PM,26.01,23.56,0.0,0.0,0.0
20,8/19/12 8:50 PM,25.2,22.39,0.0,0.0,0.0
21,8/19/12 9:40 PM,24.63,20.98,0.0,0.0,0.0
22,8/19/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/19/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/19/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/19/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/19/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/19/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/20/12 4:50 AM,20.19,16.25,0.0,0.0,0.01
5,8/20/12 5:50 AM,20.36,16.62,30.09,31.02,15.76
6,8/20/12 6:50 AM,22.43,20.98,173.54,180.82,127.04
7,8/20/12 7:50 AM,25.8,28.28,346.48,393.89,313.97
8,8/20/12 8:50 AM,28.9,36.73,547.99,598.47,460.73
9,8/20/12 9:50 AM,30.49,41.86,707.32,768.27,592.93
10,8/20/12 10:50 AM,31.52,47.96,811.91,870.12,662.15
11,8/20/12 11:50 AM,32.69,51.33,866.33,918.29,687.98
12,8/20/12 12:50 PM,33.17,49.26,865.49,907.12,688.5
13,8/20/12 1:50 PM,33.21,46.47,802.91,828.59,640.72
14,8/20/12 2:50 PM,32.75,43.26,685.82,692.78,550.79
15,8/20/12 3:50 PM,32.15,39.16,517.58,507.53,410.45
16,8/20/12 4:50 PM,31.6,34.52,320.95,290.5,232.0
17,8/20/12 5:50 PM,30.53,28.96,126.58,96.54,70.04
18,8/20/12 6:50 PM,26.96,24.75,7.56,8.61,6.89
19,8/20/12 7:50 PM,25.42,21.71,0.0,0.0,0.0
20,8/20/12 8:50 PM,24.36,20.67,0.0,0.0,0.0
21,8/20/12 9:40 PM,23.85,20.06,0.0,0.0,0.0
22,8/20/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/20/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/20/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/20/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/20/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/20/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/21/12 4:50 AM,19.54,17.01,0.0,0.0,0.02
5,8/21/12 5:50 AM,19.35,15.9,28.87,30.75,15.47
6,8/21/12 6:50 AM,21.36,19.64,170.86,181.22,127.86
7,8/21/12 7:50 AM,25.14,28.24,355.85,394.49,315.7
8,8/21/12 8:50 AM,28.81,37.69,555.92,608.8,457.24
9,8/21/12 9:50 AM,30.69,43.92,721.02,782.14,601.57
10,8/21/12 10:50 AM,32.22,48.29,833.53,896.56,671.77
11,8/21/12 11:50 AM,33.17,49.94,888.82,942.48,703.25
12,8/21/12 12:50 PM,34.14,51.57,876.64,918.17,688.28
13,8/21/12 1:50 PM,34.93,49.88,802.85,827.36,623.97
14,8/21/12 2:50 PM,34.28,44.31,681.75,688.32,545.58
15,8/21/12 3:50 PM,33.85,41.44,513.81,501.79,406.49
16,8/21/12 4:50 PM,32.58,35.66,316.72,285.92,227.73
17,8/21/12 5:50 PM,32.05,30.32,123.23,94.41,67.63
18,8/21/12 6:50 PM,28.41,25.96,6.54,8.42,7.47
19,8/21/12 7:50 PM,27.98,25.11,0.0,1.74,3.02
20,8/21/12 8:50 PM,25.74,21.41,0.0,0.55,0.96
21,8/21/12 9:40 PM,24.06,18.76,0.0,0.0,0.0
22,8/21/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/21/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/21/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/21/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/21/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/21/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/22/12 4:50 AM,20.15,15.56,0.0,0.0,0.0
5,8/22/12 5:50 AM,19.57,15.29,28.67,31.82,0.0
6,8/22/12 6:50 AM,22.26,22.81,174.15,192.32,0.0
7,8/22/12 7:50 AM,26.57,37.04,369.48,409.32,0.0
8,8/22/12 8:50 AM,30.69,43.77,565.79,620.74,145.92
9,8/22/12 9:50 AM,32.94,47.4,728.88,791.47,602.46
10,8/22/12 10:50 AM,34.34,51.72,840.56,902.33,671.13
11,8/22/12 11:50 AM,35.4,54.55,892.25,946.98,696.7
12,8/22/12 12:50 PM,36.35,55.26,885.28,924.86,687.42
13,8/22/12 1:50 PM,36.77,54.75,815.74,837.22,634.66
14,8/22/12 2:50 PM,36.82,49.8,691.47,697.2,545.99
15,8/22/12 3:50 PM,36.63,45.61,511.49,498.79,400.19
16,8/22/12 4:50 PM,36.3,39.76,313.78,281.81,223.26
17,8/22/12 5:50 PM,35.51,33.77,117.87,90.4,66.19
18,8/22/12 6:50 PM,30.61,27.67,6.67,7.06,6.58
19,8/22/12 7:50 PM,27.37,22.23,0.0,0.0,0.0
20,8/22/12 8:50 PM,25.14,19.7,0.0,0.0,0.0
21,8/22/12 9:40 PM,23.62,17.92,0.0,0.0,0.0
22,8/22/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/22/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/22/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/22/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/22/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/22/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/23/12 4:50 AM,18.7,13.76,0.0,0.0,0.0
5,8/23/12 5:50 AM,18.89,14.52,26.52,29.21,14.8
6,8/23/12 6:50 AM,21.31,20.09,169.05,186.67,128.97
7,8/23/12 7:50 AM,26.33,34.46,366.4,405.87,318.9
8,8/23/12 8:50 AM,31.02,47.67,560.53,612.0,461.07
9,8/23/12 9:50 AM,34.27,51.57,723.68,784.72,593.14
10,8/23/12 10:50 AM,36.35,55.97,837.43,896.93,663.82
11,8/23/12 11:50 AM,37.52,63.69,880.46,935.88,676.61
12,8/23/12 12:50 PM,38.73,63.8,866.78,909.05,666.22
13,8/23/12 1:50 PM,39.76,62.69,785.38,811.92,596.49
14,8/23/12 2:50 PM,39.68,54.15,664.91,673.51,519.96
15,8/23/12 3:50 PM,39.31,47.54,503.19,490.38,390.94
16,8/23/12 4:50 PM,38.56,42.83,303.99,273.47,216.0
17,8/23/12 5:50 PM,37.72,36.11,108.65,84.09,62.03
18,8/23/12 6:50 PM,31.9,28.5,5.16,5.18,5.52
19,8/23/12 7:50 PM,28.34,23.18,0.0,0.0,0.0
20,8/23/12 8:50 PM,27.0,21.8,0.0,0.0,0.0
21,8/23/12 9:40 PM,27.0,21.8,0.0,0.0,0.0
22,8/23/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/23/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/23/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/23/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/23/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/23/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/24/12 4:50 AM,27.0,21.8,0.0,0.0,0.0
5,8/24/12 5:50 AM,27.0,21.8,0.0,0.0,0.0
6,8/24/12 6:50 AM,27.0,21.8,0.0,0.0,0.0
7,8/24/12 7:50 AM,27.2,24.94,101.31,112.0,87.43
8,8/24/12 8:50 AM,30.33,47.26,551.93,607.37,449.38
9,8/24/12 9:50 AM,33.91,57.14,708.58,772.35,578.37
10,8/24/12 10:50 AM,36.86,63.02,815.29,875.88,642.65
11,8/24/12 11:50 AM,38.94,66.93,864.46,914.13,669.98
12,8/24/12 12:50 PM,40.2,67.57,873.99,919.4,672.01
13,8/24/12 1:50 PM,40.27,62.5,810.65,836.17,628.92
14,8/24/12 2:50 PM,40.26,58.45,677.87,686.97,531.27
15,8/24/12 3:50 PM,39.96,52.84,511.89,500.02,396.71
16,8/24/12 4:50 PM,39.18,45.14,312.42,280.83,219.08
17,8/24/12 5:50 PM,37.34,36.25,113.83,88.01,62.54
18,8/24/12 6:50 PM,32.2,27.75,4.68,5.58,5.43
19,8/24/12 7:50 PM,28.07,22.14,0.0,0.0,0.0
20,8/24/12 8:50 PM,25.63,19.73,0.0,0.0,0.0
21,8/24/12 9:40 PM,23.67,17.79,0.0,0.0,0.0
22,8/24/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/24/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/24/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/24/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/24/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/24/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/25/12 4:50 AM,18.77,13.36,0.0,0.0,0.0
5,8/25/12 5:50 AM,18.39,13.17,25.51,27.59,12.62
6,8/25/12 6:50 AM,21.08,19.72,177.46,198.77,133.97
7,8/25/12 7:50 AM,26.08,33.02,383.16,428.31,331.64
8,8/25/12 8:50 AM,30.83,45.99,581.98,640.73,479.66
9,8/25/12 9:50 AM,34.66,52.09,744.9,812.91,607.99
10,8/25/12 10:50 AM,36.53,58.83,850.22,920.23,672.09
11,8/25/12 11:50 AM,37.76,63.5,900.91,961.59,694.62
12,8/25/12 12:50 PM,38.82,63.34,880.22,930.3,678.58
13,8/25/12 1:50 PM,38.36,52.71,800.61,826.19,626.64
14,8/25/12 2:50 PM,38.23,50.8,672.26,680.92,532.15
15,8/25/12 3:50 PM,38.64,48.88,506.36,489.48,392.4
16,8/25/12 4:50 PM,37.58,42.36,303.33,272.2,212.32
17,8/25/12 5:50 PM,36.95,35.44,104.82,81.12,57.84
18,8/25/12 6:50 PM,31.68,27.97,3.8,4.1,4.79
19,8/25/12 7:50 PM,28.35,23.18,0.0,0.0,0.0
20,8/25/12 8:50 PM,26.56,22.01,0.0,0.0,0.0
21,8/25/12 9:40 PM,24.81,19.7,0.0,0.0,0.0
22,8/25/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/25/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/25/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/25/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/25/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/25/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/26/12 4:50 AM,19.0,14.2,0.0,0.0,0.0
5,8/26/12 5:50 AM,19.04,14.67,24.16,22.44,13.31
6,8/26/12 6:50 AM,21.61,19.93,167.51,186.73,127.36
7,8/26/12 7:50 AM,25.92,30.78,359.71,403.8,314.39
8,8/26/12 8:50 AM,31.15,42.27,564.53,623.68,464.15
9,8/26/12 9:50 AM,33.59,48.71,726.53,794.66,601.24
10,8/26/12 10:50 AM,35.07,54.88,831.74,895.4,664.31
11,8/26/12 11:50 AM,36.69,61.91,875.94,932.91,671.06
12,8/26/12 12:50 PM,37.97,64.24,855.91,898.41,663.8
13,8/26/12 1:50 PM,39.07,63.02,794.82,817.16,617.74
14,8/26/12 2:50 PM,38.05,54.29,667.83,673.21,520.02
15,8/26/12 3:50 PM,37.98,50.11,506.61,494.68,394.83
16,8/26/12 4:50 PM,36.89,42.43,300.89,271.4,211.95
17,8/26/12 5:50 PM,34.58,33.53,99.67,79.18,55.11
18,8/26/12 6:50 PM,29.92,26.25,3.66,4.24,3.79
19,8/26/12 7:50 PM,27.86,23.16,0.0,0.0,0.0
20,8/26/12 8:50 PM,27.49,26.1,0.0,0.0,0.0
21,8/26/12 9:40 PM,26.65,25.27,0.0,0.0,0.0
22,8/26/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/26/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/26/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/26/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/26/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/26/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/27/12 4:50 AM,22.53,19.38,0.0,0.0,0.0
5,8/27/12 5:50 AM,23.96,22.08,21.37,24.12,11.65
6,8/27/12 6:50 AM,25.54,25.48,158.11,178.97,118.48
7,8/27/12 7:50 AM,27.55,31.23,362.35,407.99,316.07
8,8/27/12 8:50 AM,29.05,34.98,560.62,626.05,473.19
9,8/27/12 9:50 AM,29.49,38.41,730.23,760.54,616.43
10,8/27/12 10:50 AM,29.88,39.85,845.85,916.48,710.06
11,8/27/12 11:50 AM,30.29,40.62,903.23,966.22,742.11
12,8/27/12 12:50 PM,30.26,40.25,907.13,955.98,742.95
13,8/27/12 1:50 PM,29.74,39.49,839.69,873.3,688.4
14,8/27/12 2:50 PM,29.36,37.44,709.01,721.46,583.44
15,8/27/12 3:50 PM,28.91,33.65,530.77,521.75,425.36
16,8/27/12 4:50 PM,27.74,30.46,346.81,314.46,250.43
17,8/27/12 5:50 PM,27.25,26.27,107.75,85.8,53.64
18,8/27/12 6:50 PM,25.04,23.43,4.72,6.3,3.82
19,8/27/12 7:50 PM,24.32,22.39,0.0,0.0,0.0
20,8/27/12 8:50 PM,24.24,22.22,0.0,0.0,0.0
21,8/27/12 9:40 PM,24.26,22.61,0.0,0.0,0.0
22,8/27/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/27/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/27/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/27/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/27/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/27/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/28/12 4:50 AM,22.99,20.48,0.0,0.0,0.0
5,8/28/12 5:50 AM,23.21,21.13,22.52,26.41,11.09
6,8/28/12 6:50 AM,24.61,24.61,175.64,201.79,128.96
7,8/28/12 7:50 AM,25.87,29.13,384.15,436.26,332.71
8,8/28/12 8:50 AM,26.9,32.73,578.39,641.28,486.3
9,8/28/12 9:50 AM,27.57,34.75,746.4,814.67,631.22
10,8/28/12 10:50 AM,28.4,38.41,862.92,932.75,716.44
11,8/28/12 11:50 AM,28.44,38.52,909.36,975.01,731.37
12,8/28/12 12:50 PM,28.92,38.9,907.56,955.64,734.59
13,8/28/12 1:50 PM,28.85,37.23,842.4,869.7,683.23
14,8/28/12 2:50 PM,28.93,35.67,711.81,723.91,579.08
15,8/28/12 3:50 PM,29.0,33.65,533.59,523.83,423.24
16,8/28/12 4:50 PM,28.33,29.93,322.93,290.12,223.4
17,8/28/12 5:50 PM,27.53,25.78,107.03,84.86,52.05
18,8/28/12 6:50 PM,24.37,22.11,3.38,5.52,3.31
19,8/28/12 7:50 PM,23.12,19.58,0.0,0.0,0.0
20,8/28/12 8:50 PM,21.84,17.52,0.0,0.0,0.0
21,8/28/12 9:40 PM,20.98,15.91,0.0,0.0,0.0
22,8/28/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/28/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/28/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/28/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/28/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/28/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/29/12 4:50 AM,16.32,12.44,0.0,0.0,0.0
5,8/29/12 5:50 AM,16.07,11.7,24.04,26.87,10.05
6,8/29/12 6:50 AM,18.59,17.04,171.39,198.41,40.03
7,8/29/12 7:50 AM,22.63,30.65,377.45,428.75,41.19
8,8/29/12 8:50 AM,26.66,36.77,582.44,647.03,489.85
9,8/29/12 9:50 AM,28.34,41.4,745.25,818.02,625.39
10,8/29/12 10:50 AM,29.83,46.3,850.14,923.05,601.41
11,8/29/12 11:50 AM,29.98,47.58,897.18,962.29,719.85
12,8/29/12 12:50 PM,30.59,46.64,886.29,936.77,705.26
13,8/29/12 1:50 PM,31.03,44.42,818.71,848.31,653.64
14,8/29/12 2:50 PM,31.36,42.41,692.83,705.39,556.15
15,8/29/12 3:50 PM,30.54,37.43,514.04,503.95,404.41
16,8/29/12 4:50 PM,29.6,32.11,305.21,275.0,210.41
17,8/29/12 5:50 PM,28.39,26.99,96.61,77.38,48.03
18,8/29/12 6:50 PM,25.17,22.46,2.61,3.65,2.72
19,8/29/12 7:50 PM,23.61,19.74,0.0,0.0,0.0
20,8/29/12 8:50 PM,22.08,17.35,0.0,0.0,0.0
21,8/29/12 9:40 PM,21.45,16.73,0.0,0.0,0.0
22,8/29/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
23,8/29/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
24,8/29/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
1,8/29/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
2,8/29/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
3,8/29/12 9:40 PM,0.0,0.0,0.0,0.0,0.0
4,8/30/12 4:50 AM,17.59,13.44,0.0,0.0,0.0
5,8/30/12 5:50 AM,17.36,13.35,15.58,16.67,9.4
6,8/30/12 6:50 AM,19.39,17.26,133.05,144.09,99.3
7,8/30/12 7:50 AM,22.8,25.74,306.61,346.21,272.44
8,8/30/12 8:50 AM,26.91,34.5,529.35,579.59,441.29
9,8/30/12 9:50 AM,28.89,39.86,692.52,758.49,579.9
10,8/30/12 10:50 AM,30.08,45.59,832.12,906.98,679.46
11,8/30/12 11:50 AM,30.73,48.31,864.81,941.65,698.31
12,8/30/12 12:58 PM,31.31,46.94,864.56,927.11,693.1
13,8/30/12 1:58 PM,31.47,44.39,801.05,836.3,641.21
14,8/30/12 2:58 PM,31.81,41.5,681.86,699.51,551.11
15,8/30/12 3:58 PM,31.34,37.57,507.79,500.01,398.54
16,8/30/12 4:58 PM,30.94,32.92,300.18,271.44,205.88
17,8/30/12 5:58 PM,28.86,27.45,93.66,75.08,46.06
18,8/30/12 6:58 PM,25.69,22.43,1.98,3.42,2.48
19,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
20,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
21,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
22,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
23,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
24,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
1,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
2,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
3,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
4,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
5,8/31/12 6:58 PM,0.0,0.0,12.75,13.91,7.83
6,8/31/12 6:58 PM,0.0,0.0,107.72,117.25,89.07
7,8/31/12 6:58 PM,0.0,0.0,338.52,400.51,300.53
8,8/31/12 6:58 PM,0.0,0.0,553.08,612.21,463.35
9,8/31/12 6:58 PM,0.0,0.0,713.97,779.23,594.35
10,8/31/12 6:58 PM,0.0,0.0,813.64,887.63,657.52
11,8/31/12 6:58 PM,0.0,0.0,854.57,922.49,677.12
12,8/31/12 6:58 PM,0.0,0.0,852.69,909.27,677.38
13,8/31/12 6:58 PM,0.0,0.0,772.35,808.35,615.44
14,8/31/12 6:58 PM,0.0,0.0,643.18,658.91,519.66
15,8/31/12 6:58 PM,0.0,0.0,473.08,466.49,369.53
16,8/31/12 6:58 PM,0.0,0.0,276.12,251.04,191.52
17,8/31/12 6:58 PM,0.0,0.0,85.17,69.12,44.18
18,8/31/12 6:58 PM,0.0,0.0,1.95,2.57,2.21
19,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
20,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
21,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
22,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
23,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
24,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
1,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
2,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
3,8/31/12 6:58 PM,0.0,0.0,0.0,0.0,0.0
4,9/1/12 4:58 AM,22.93,20.84,0.0,0.0,0.0
5,9/1/12 5:58 AM,23.02,21.04,16.09,18.65,8.15
6,9/1/12 6:58 AM,24.61,24.0,140.98,167.08,107.32
7,9/1/12 7:58 AM,27.21,30.75,381.68,383.32,295.62
8,9/1/12 8:58 AM,29.77,42.42,534.92,595.38,451.36
9,9/1/12 9:58 AM,31.78,50.01,668.28,761.48,568.01
10,9/1/12 10:58 AM,33.47,56.76,809.98,857.69,672.94
11,9/1/12 11:58 AM,34.61,58.07,851.27,915.05,679.23
12,9/1/12 12:58 PM,35.32,56.35,841.51,891.07,674.33
13,9/1/12 1:58 PM,35.67,54.36,777.7,808.36,620.53
14,9/1/12 2:58 PM,35.59,50.38,649.44,663.02,522.26
15,9/1/12 3:58 PM,34.55,44.6,474.03,467.91,374.42
16,9/1/12 4:58 PM,32.71,36.93,246.29,228.1,177.5
17,9/1/12 5:58 PM,28.95,27.34,30.73,30.16,21.66
18,9/1/12 6:58 PM,26.91,24.28,1.68,2.08,1.8
19,9/1/12 7:58 PM,25.71,22.18,0.0,0.0,0.0
20,9/1/12 8:58 PM,25.77,23.28,0.0,0.0,0.0
21,9/1/12 9:48 PM,25.59,23.29,0.0,0.0,0.0
22,9/1/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
23,9/1/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
24,9/1/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
1,9/1/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
2,9/1/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
3,9/1/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
4,9/2/12 4:58 AM,22.03,19.69,0.0,0.0,0.0
5,9/2/12 5:58 AM,22.12,20.18,15.13,17.0,8.93
6,9/2/12 6:58 AM,24.18,23.5,120.56,148.97,109.86
7,9/2/12 7:58 AM,27.16,31.47,365.34,388.1,288.3
8,9/2/12 8:58 AM,29.47,41.05,433.83,510.57,365.99
9,9/2/12 9:58 AM,31.75,53.01,701.51,721.84,583.47
10,9/2/12 10:58 AM,33.41,58.57,826.13,855.99,648.73
11,9/2/12 11:58 AM,33.67,54.77,612.14,669.13,474.61
12,9/2/12 12:58 PM,34.79,54.38,667.62,620.78,499.17
13,9/2/12 1:58 PM,35.32,57.76,752.97,763.06,611.86
14,9/2/12 2:58 PM,34.23,48.45,624.65,569.14,506.59
15,9/2/12 3:58 PM,30.94,34.45,283.39,273.65,211.82
16,9/2/12 4:58 PM,31.61,34.69,162.52,181.61,131.87
17,9/2/12 5:58 PM,29.71,29.85,79.8,70.81,51.63
18,9/2/12 6:58 PM,26.96,24.48,1.64,2.11,1.64
19,9/2/12 7:58 PM,25.8,22.67,0.0,0.0,0.0
20,9/2/12 8:58 PM,24.71,21.35,0.0,0.0,0.0
21,9/2/12 9:48 PM,23.71,20.02,0.0,0.0,0.0
22,9/2/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
23,9/2/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
24,9/2/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
1,9/2/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
2,9/2/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
3,9/2/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
4,9/3/12 4:58 AM,21.34,18.98,0.0,0.0,0.0
5,9/3/12 5:58 AM,21.75,19.53,24.24,27.72,13.5
6,9/3/12 6:58 AM,24.49,23.65,147.67,167.94,111.66
7,9/3/12 7:58 AM,27.53,31.38,379.06,409.9,322.23
8,9/3/12 8:58 AM,29.57,43.04,485.75,543.8,412.07
9,9/3/12 9:58 AM,30.6,45.25,421.02,450.48,368.35
10,9/3/12 10:51 AM,31.77,47.61,629.86,685.46,519.22
11,9/3/12 11:51 AM,32.52,53.92,811.32,862.1,656.02
12,9/3/12 12:51 PM,32.71,54.12,828.69,896.74,661.64
13,9/3/12 1:51 PM,33.06,50.98,626.03,655.38,514.47
14,9/3/12 2:51 PM,32.15,43.6,477.98,489.79,390.25
15,9/3/12 3:51 PM,32.83,45.05,478.04,474.62,372.2
16,9/3/12 4:51 PM,31.88,37.3,227.4,212.08,162.62
17,9/3/12 5:51 PM,30.69,32.18,144.94,129.74,95.49
18,9/3/12 6:51 PM,27.22,24.12,1.41,1.72,1.73
19,9/3/12 7:51 PM,25.57,21.66,0.0,0.0,0.0
20,9/3/12 8:51 PM,24.4,20.57,0.0,0.0,0.0
21,9/3/12 9:41 PM,24.24,21.12,0.0,0.0,0.0
22,9/3/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
23,9/3/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
24,9/3/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
1,9/3/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
2,9/3/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
3,9/3/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
4,9/4/12 4:51 AM,22.53,19.87,0.0,0.0,0.0
5,9/4/12 5:51 AM,22.51,19.99,19.59,21.96,11.55
6,9/4/12 6:51 AM,24.83,23.55,139.97,158.85,105.04
7,9/4/12 7:51 AM,26.93,30.67,273.43,299.59,225.0
8,9/4/12 8:51 AM,28.8,39.8,407.66,519.9,373.0
9,9/4/12 9:51 AM,30.82,45.86,529.2,548.82,453.42
10,9/4/12 10:51 AM,30.7,41.86,290.61,293.78,251.61
11,9/4/12 11:51 AM,30.02,34.06,253.38,226.01,209.38
12,9/4/12 12:51 PM,32.01,45.42,568.62,567.67,450.46
13,9/4/12 1:51 PM,32.71,43.14,480.17,498.37,375.84
14,9/4/12 2:51 PM,33.42,50.14,536.4,555.74,445.87
15,9/4/12 3:51 PM,31.14,34.71,170.41,161.18,135.32
16,9/4/12 4:51 PM,29.91,32.7,213.24,201.16,160.28
17,9/4/12 5:51 PM,28.8,28.96,73.21,61.38,41.78
18,9/4/12 6:51 PM,26.46,24.01,1.54,1.88,1.55
19,9/4/12 7:51 PM,25.07,21.85,0.0,0.0,0.0
20,9/4/12 8:51 PM,24.52,21.13,0.0,0.0,0.0
21,9/4/12 9:41 PM,23.89,20.73,0.0,0.0,0.0
22,9/4/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
23,9/4/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
24,9/4/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
1,9/4/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
2,9/4/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
3,9/4/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
