Time Frame,Date,Ta (C),Tm (C),I3 (W/m2),I15 (W/m2),P (kW)
22,6/16/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,6/16/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,6/16/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,6/16/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,6/16/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,6/16/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,6/17/12 4:55 AM,21.37,18.97,297.9,299.51,225.91
5,6/17/12 5:55 AM,23.08,22.22,497.35,514.66,406.43
6,6/17/12 6:55 AM,25.28,28.04,683.23,707.13,544.61
7,6/17/12 7:55 AM,27.06,32.15,832.52,863.11,669.16
8,6/17/12 8:55 AM,28.72,36.74,936.52,964.09,736.14
9,6/17/12 9:55 AM,30.41,42.71,983.08,1002.37,763.72
10,6/17/12 10:55 AM,31.21,44.01,974.82,980.66,749.49
11,6/17/12 11:55 AM,31.66,46.03,908.59,899.68,701.51
12,6/17/12 12:55 PM,31.46,44.52,788.59,762.92,608.74
13,6/17/12 1:55 PM,32.22,44.85,625.01,584.47,474.27
14,6/17/12 2:55 PM,32.89,42.63,429.97,376.49,305.47
15,6/17/12 3:55 PM,33.57,40.23,237.75,169.99,130.5
16,6/17/12 4:55 PM,35.32,36.36,62.98,34.03,24.62
17,6/17/12 5:55 PM,34.39,31.8,1.63,2.11,1.68
18,6/17/12 6:55 PM,28.89,27.42,0.0,0.0,0.0
19,6/17/12 7:55 PM,26.3,23.89,0.0,0.0,0.0
20,6/17/12 8:55 PM,24.13,21.52,9.48,11.33,6.01
21,6/17/12 9:55 PM,23.15,20.32,117.53,107.16,61.72
22,6/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,6/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,6/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,6/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,6/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,6/17/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,6/18/12 4:55 AM,22.18,19.7,299.52,298.65,224.55
5,6/18/12 5:55 AM,23.57,22.79,496.61,512.08,405.78
6,6/18/12 6:55 AM,25.84,28.45,678.0,701.59,531.67
7,6/18/12 7:55 AM,27.45,33.37,827.01,856.67,654.61
8,6/18/12 8:55 AM,29.28,39.7,929.21,955.93,727.35
9,6/18/12 9:55 AM,30.21,44.44,977.99,997.79,750.48
10,6/18/12 10:55 AM,31.01,46.55,973.38,980.95,739.34
11,6/18/12 11:55 AM,31.39,47.61,913.26,905.07,695.67
12,6/18/12 12:55 PM,32.3,48.2,793.21,766.6,606.94
13,6/18/12 1:55 PM,33.04,47.36,633.22,590.67,480.37
14,6/18/12 2:55 PM,32.91,43.73,441.21,384.78,311.25
15,6/18/12 3:55 PM,32.69,40.56,242.52,172.7,133.21
16,6/18/12 4:55 PM,35.43,36.99,63.72,33.29,24.43
17,6/18/12 5:55 PM,35.24,32.36,1.38,1.81,1.74
18,6/18/12 6:55 PM,29.28,27.71,0.0,0.0,0.0
19,6/18/12 7:55 PM,26.56,23.57,0.0,0.0,0.0
20,6/18/12 8:55 PM,24.65,20.66,9.76,11.53,6.02
21,6/18/12 9:55 PM,23.58,19.55,110.99,102.09,59.38
22,6/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,6/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,6/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,6/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,6/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,6/18/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,6/19/12 4:55 AM,22.5,18.81,293.25,293.97,220.45
5,6/19/12 5:55 AM,24.68,23.53,494.88,510.32,402.29
6,6/19/12 6:55 AM,27.22,29.58,685.52,709.0,541.93
7,6/19/12 7:55 AM,29.23,34.37,835.78,862.62,670.37
8,6/19/12 8:55 AM,30.41,39.11,934.69,960.05,733.35
9,6/19/12 9:55 AM,31.33,42.18,980.74,998.15,753.23
10,6/19/12 10:55 AM,32.27,45.17,973.1,978.57,730.7
11,6/19/12 11:55 AM,33.81,48.16,900.36,894.03,683.71
12,6/19/12 12:55 PM,34.37,49.29,783.25,760.5,596.12
13,6/19/12 1:55 PM,34.96,47.87,622.53,583.58,472.47
14,6/19/12 2:55 PM,35.01,44.75,427.07,375.4,302.18
15,6/19/12 3:55 PM,34.64,40.65,232.5,169.92,131.46
16,6/19/12 4:55 PM,35.98,36.63,63.96,38.52,28.24
17,6/19/12 5:55 PM,34.1,31.93,2.16,2.34,2.01
18,6/19/12 6:55 PM,29.07,27.73,0.0,0.0,0.0
19,6/19/12 7:55 PM,27.18,24.42,0.0,0.0,0.0
20,6/19/12 8:55 PM,25.18,22.58,3.44,3.47,2.77
21,6/19/12 9:55 PM,24.22,21.13,4.63,4.63,3.6
22,6/19/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,6/19/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,6/19/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,6/19/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,6/19/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,6/19/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,6/20/12 4:55 AM,23.42,19.95,42.23,43.22,33.3
5,6/20/12 5:55 AM,23.46,20.09,491.4,507.4,394.51
6,6/20/12 6:55 AM,24.35,22.22,674.87,696.99,527.95
7,6/20/12 7:55 AM,30.08,35.76,821.18,848.23,652.92
8,6/20/12 8:55 AM,31.79,40.12,926.69,948.4,723.56
9,6/20/12 9:55 AM,33.16,44.46,970.92,986.32,744.68
10,6/20/12 10:55 AM,33.65,45.47,956.78,961.67,730.57
11,6/20/12 11:55 AM,34.43,48.48,888.58,879.39,675.15
12,6/20/12 12:55 PM,34.67,49.18,768.93,742.93,584.43
13,6/20/12 1:55 PM,35.98,49.94,617.3,575.39,464.07
14,6/20/12 2:55 PM,35.83,46.42,429.29,375.84,301.02
15,6/20/12 3:55 PM,35.9,43.85,233.69,169.52,131.19
16,6/20/12 4:55 PM,37.64,40.08,59.72,34.04,25.5
17,6/20/12 5:55 PM,36.85,34.05,1.2,1.49,1.6
18,6/20/12 6:55 PM,30.73,29.04,0.0,0.0,0.0
19,6/20/12 7:55 PM,28.09,24.64,0.0,0.0,0.0
20,6/20/12 8:55 PM,26.05,22.13,11.18,11.86,6.65
21,6/20/12 9:45 PM,24.93,21.19,110.97,101.39,62.39
22,6/20/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
23,6/20/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
24,6/20/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
1,6/20/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
2,6/20/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
3,6/20/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
4,6/21/12 4:55 AM,19.39,14.63,281.91,280.08,214.51
5,6/21/12 5:55 AM,21.96,18.43,471.54,484.56,379.41
6,6/21/12 6:55 AM,26.18,30.87,642.08,663.29,496.59
7,6/21/12 7:55 AM,30.1,41.78,800.81,829.25,626.42
8,6/21/12 8:45 AM,32.31,47.43,882.95,910.77,674.27
9,6/21/12 9:53 AM,34.74,52.41,929.1,948.36,698.58
10,6/21/12 10:53 AM,36.09,57.61,911.96,918.32,682.19
11,6/21/12 11:53 AM,37.55,58.55,842.51,832.08,631.31
12,6/21/12 12:53 PM,38.56,59.0,726.85,703.61,545.35
13,6/21/12 1:53 PM,38.96,55.67,599.9,568.88,451.14
14,6/21/12 2:53 PM,39.43,53.98,411.75,372.29,297.82
15,6/21/12 3:53 PM,39.93,53.87,214.51,175.84,141.97
16,6/21/12 4:53 PM,40.99,48.39,120.95,93.17,74.11
17,6/21/12 5:53 PM,38.49,39.76,120.95,93.17,74.11
18,6/21/12 6:53 PM,35.5,35.71,120.95,93.17,74.11
19,6/21/12 7:53 PM,35.5,35.71,120.95,93.17,74.11
20,6/21/12 8:53 PM,35.5,35.71,120.95,93.17,74.11
21,6/21/12 9:43 PM,35.5,35.71,120.95,93.17,74.11
22,6/21/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,6/21/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,6/21/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,6/21/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,6/21/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,6/21/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,6/22/12 4:53 AM,35.5,35.71,120.95,93.17,74.11
5,6/22/12 5:53 AM,35.5,35.71,120.95,93.17,74.11
6,6/22/12 6:53 AM,35.5,35.71,473.72,451.22,287.44
7,6/22/12 7:53 AM,35.5,35.71,770.19,797.15,606.1
8,6/22/12 8:53 AM,34.68,45.05,867.19,895.38,673.25
9,6/22/12 9:53 AM,35.34,50.92,914.21,935.78,698.91
10,6/22/12 10:53 AM,35.21,50.22,899.15,907.61,689.2
11,6/22/12 11:53 AM,35.87,53.98,842.82,837.88,647.77
12,6/22/12 12:53 PM,36.18,50.76,739.83,717.75,568.06
13,6/22/12 1:53 PM,35.45,48.0,592.15,555.05,444.39
14,6/22/12 2:53 PM,35.37,44.7,407.34,358.72,288.43
15,6/22/12 3:53 PM,34.6,41.98,222.26,166.22,128.6
16,6/22/12 4:53 PM,35.27,37.0,62.3,41.65,30.74
17,6/22/12 5:53 PM,34.58,32.28,2.06,2.21,1.82
18,6/22/12 6:53 PM,29.98,28.6,0.0,0.0,0.0
19,6/22/12 7:53 PM,27.72,25.58,0.0,0.0,0.0
20,6/22/12 8:53 PM,26.21,24.02,10.43,10.12,5.73
21,6/22/12 9:43 PM,25.26,22.72,99.17,92.85,58.29
22,6/22/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,6/22/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,6/22/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,6/22/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,6/22/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,6/22/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,6/23/12 4:53 AM,20.9,16.61,276.17,277.61,207.66
5,6/23/12 5:53 AM,22.88,20.02,471.6,487.61,373.87
6,6/23/12 6:53 AM,26.67,28.65,651.86,674.75,517.68
7,6/23/12 7:53 AM,29.48,35.14,798.85,828.46,636.39
8,6/23/12 8:53 AM,30.76,38.77,896.62,922.83,698.55
9,6/23/12 9:53 AM,32.33,44.35,943.89,962.61,725.79
10,6/23/12 10:53 AM,33.93,48.19,933.53,940.61,712.5
11,6/23/12 11:53 AM,34.61,49.21,874.44,868.45,668.35
12,6/23/12 12:53 PM,35.65,50.74,765.63,742.69,585.06
13,6/23/12 1:53 PM,35.79,48.63,610.28,571.39,458.44
14,6/23/12 2:53 PM,35.41,46.54,418.34,367.5,293.53
15,6/23/12 3:53 PM,34.67,42.05,225.25,166.16,127.47
16,6/23/12 4:53 PM,36.1,37.39,61.44,37.73,28.4
17,6/23/12 5:53 PM,35.79,33.22,1.62,1.73,1.85
18,6/23/12 6:53 PM,30.93,29.65,0.0,0.0,0.0
19,6/23/12 7:53 PM,28.57,25.66,0.0,0.0,0.0
20,6/23/12 8:53 PM,27.3,24.04,10.53,11.43,6.59
21,6/23/12 9:43 PM,26.44,23.3,112.7,103.27,61.52
22,6/23/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
23,6/23/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
24,6/23/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
1,6/23/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
2,6/23/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
3,6/23/12 9:43 PM,0.0,0.0,0.0,0.0,0.0
4,6/24/12 4:53 AM,21.7,17.02,283.44,283.91,210.35
5,6/24/12 5:53 AM,24.02,21.83,469.77,486.74,377.38
6,6/24/12 6:53 AM,27.81,30.52,645.31,666.46,500.47
7,6/24/12 7:53 AM,30.38,35.99,791.44,819.64,626.64
8,6/24/12 8:53 AM,31.81,39.74,895.85,920.75,704.52
9,6/24/12 9:53 AM,33.03,43.25,937.28,954.7,729.88
10,6/24/12 10:53 AM,33.75,44.73,917.37,919.82,705.52
11,6/24/12 11:53 AM,33.98,45.77,864.97,854.79,654.18
12,6/24/12 12:53 PM,34.95,47.84,754.59,729.15,577.5
13,6/24/12 1:53 PM,35.31,46.55,596.01,558.15,450.67
14,6/24/12 2:53 PM,35.57,45.54,414.42,364.87,292.4
15,6/24/12 3:53 PM,34.98,41.5,213.5,159.13,121.79
16,6/24/12 4:53 PM,35.7,37.56,32.3,23.98,16.66
17,6/24/12 5:54 PM,35.02,33.35,0.56,0.62,0.7
18,6/24/12 6:54 PM,28.77,27.31,0.0,0.0,0.0
19,6/24/12 7:54 PM,26.85,24.53,0.0,0.0,0.0
20,6/24/12 8:54 PM,26.16,23.45,8.24,9.16,5.23
21,6/24/12 9:54 PM,25.32,22.61,107.9,99.37,57.0
22,6/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
23,6/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
24,6/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
1,6/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
2,6/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
3,6/24/12 9:54 PM,0.0,0.0,0.0,0.0,0.0
4,6/25/12 4:54 AM,21.16,16.59,281.73,281.62,209.31
5,6/25/12 5:54 AM,22.63,20.61,472.9,490.53,379.44
6,6/25/12 6:54 AM,26.17,29.82,649.3,673.74,501.1
7,6/25/12 7:54 AM,29.6,37.85,797.22,823.64,627.32
8,6/25/12 8:54 AM,31.02,43.48,889.99,916.59,685.99
9,6/25/12 9:54 AM,31.9,49.19,932.28,945.01,706.53
10,6/25/12 10:54 AM,33.79,54.12,918.44,923.63,688.27
11,6/25/12 11:51 AM,36.4,59.79,853.68,843.04,640.51
12,6/25/12 12:51 PM,36.62,61.74,738.19,712.17,554.97
13,6/25/12 1:51 PM,37.5,59.43,580.79,541.19,432.38
14,6/25/12 2:51 PM,38.14,55.97,392.49,346.92,275.81
15,6/25/12 3:51 PM,37.61,52.77,167.71,130.86,102.44
16,6/25/12 4:51 PM,38.01,44.65,59.35,42.83,32.92
17,6/25/12 5:51 PM,34.98,35.5,2.28,2.34,2.01
18,6/25/12 6:51 PM,30.34,29.28,0.0,0.0,0.0
19,6/25/12 7:51 PM,28.08,24.7,0.0,0.0,0.0
20,6/25/12 8:51 PM,26.57,22.47,11.57,11.66,7.21
21,6/25/12 9:41 PM,26.09,22.47,101.61,94.02,58.22
22,6/25/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
23,6/25/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
24,6/25/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
1,6/25/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
2,6/25/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
3,6/25/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
4,6/26/12 4:51 AM,22.5,18.82,258.41,259.0,192.05
5,6/26/12 5:51 AM,23.89,21.3,462.46,480.53,371.08
6,6/26/12 6:51 AM,26.49,27.86,637.56,659.98,342.61
7,6/26/12 7:51 AM,29.32,37.03,781.76,808.29,0.0
8,6/26/12 8:51 AM,31.13,42.79,879.38,903.11,0.0
9,6/26/12 9:51 AM,32.37,51.41,875.47,934.13,0.0
10,6/26/12 10:51 AM,32.97,61.88,798.99,766.74,0.0
11,6/26/12 11:51 AM,34.44,70.14,841.84,863.21,0.0
12,6/26/12 12:51 PM,34.87,57.21,755.39,720.46,71.04
13,6/26/12 1:51 PM,35.31,56.01,584.59,550.74,275.84
14,6/26/12 2:51 PM,36.9,54.07,401.81,353.54,170.66
15,6/26/12 3:51 PM,33.88,41.89,224.46,166.02,69.93
16,6/26/12 4:51 PM,35.42,38.38,61.6,38.28,14.02
17,6/26/12 5:51 PM,34.14,32.44,2.09,2.28,1.07
18,6/26/12 6:51 PM,28.72,27.78,0.0,0.0,0.0
19,6/26/12 7:51 PM,26.71,25.07,0.0,0.0,0.0
20,6/26/12 8:51 PM,25.79,23.73,7.34,9.42,2.83
21,6/26/12 9:41 PM,25.38,23.05,109.85,101.51,31.49
22,6/26/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
23,6/26/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
24,6/26/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
1,6/26/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
2,6/26/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
3,6/26/12 9:41 PM,0.0,0.0,0.0,0.0,0.0
4,6/27/12 4:51 AM,23.54,21.41,288.74,289.27,130.5
5,6/27/12 5:51 AM,24.71,23.73,481.25,500.3,246.87
6,6/27/12 6:51 AM,26.53,28.78,669.54,695.2,403.51
7,6/27/12 7:58 AM,28.19,33.44,814.56,840.5,630.26
8,6/27/12 8:58 AM,29.36,37.07,921.42,947.87,136.89
9,6/27/12 9:58 AM,30.23,40.76,969.65,986.85,517.12
10,6/27/12 10:58 AM,30.45,44.41,961.71,967.93,746.48
11,6/27/12 11:58 AM,30.99,44.42,899.57,890.88,698.24
12,6/27/12 12:58 PM,30.69,42.84,791.1,766.04,612.92
13,6/27/12 1:58 PM,30.5,42.05,633.79,591.59,477.63
14,6/27/12 2:58 PM,30.73,39.04,448.68,394.05,312.83
15,6/27/12 3:58 PM,30.5,36.47,254.85,181.35,135.1
16,6/27/12 4:58 PM,31.98,32.75,69.19,37.24,24.38
17,6/27/12 5:58 PM,31.6,28.96,1.51,2.48,1.77
18,6/27/12 6:58 PM,26.54,24.89,0.0,0.0,0.0
19,6/27/12 7:58 PM,24.88,22.36,0.0,0.0,0.0
20,6/27/12 8:58 PM,23.94,20.99,8.3,10.7,5.38
21,6/27/12 9:58 PM,23.25,20.28,112.85,103.74,56.54
22,6/27/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
23,6/27/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
24,6/27/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
1,6/27/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
2,6/27/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
3,6/27/12 9:58 PM,0.0,0.0,0.0,0.0,0.0
4,6/28/12 4:58 AM,21.4,17.95,281.95,282.08,203.16
5,6/28/12 5:58 AM,22.87,21.68,490.22,507.66,391.43
6,6/28/12 6:58 AM,25.07,27.87,674.29,698.4,525.35
7,6/28/12 7:58 AM,27.57,34.74,822.9,851.87,651.84
8,6/28/12 8:58 AM,29.62,40.4,923.27,950.2,713.15
9,6/28/12 9:58 AM,30.82,43.68,970.16,989.41,734.12
10,6/28/12 10:58 AM,32.46,50.65,962.88,970.13,722.62
11,6/28/12 11:58 AM,33.09,51.15,902.85,894.8,683.86
12,6/28/12 12:58 PM,33.64,51.1,781.71,757.22,594.39
13,6/28/12 1:58 PM,33.63,48.41,618.18,578.23,460.99
14,6/28/12 2:58 PM,33.74,45.72,428.65,374.91,296.93
15,6/28/12 3:58 PM,33.42,41.88,236.79,171.27,129.23
16,6/28/12 4:58 PM,35.74,38.12,63.83,34.91,25.73
17,6/28/12 5:58 PM,34.75,32.03,1.33,1.44,1.81
18,6/28/12 6:58 PM,28.92,27.03,0.0,0.0,0.0
19,6/28/12 7:58 PM,26.36,22.25,0.0,0.0,0.0
20,6/28/12 8:58 PM,23.94,18.36,0.0,0.0,0.0
21,6/28/12 9:48 PM,21.89,15.68,0.0,0.0,0.0
22,6/28/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
23,6/28/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
24,6/28/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
1,6/28/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
2,6/28/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
3,6/28/12 9:48 PM,0.0,0.0,0.0,0.0,0.0
4,6/29/12 4:58 AM,18.11,12.1,283.08,283.98,210.53
5,6/29/12 5:48 AM,18.11,12.1,469.81,487.25,373.89
6,6/29/12 6:51 AM,23.48,27.73,657.25,680.15,508.18
7,6/29/12 7:51 AM,27.01,38.03,798.03,822.97,625.06
8,6/29/12 8:51 AM,29.88,43.05,897.33,920.21,686.09
9,6/29/12 9:51 AM,31.73,49.89,946.71,964.27,715.45
10,6/29/12 10:51 AM,33.4,55.73,940.62,946.16,712.72
11,6/29/12 11:51 AM,34.19,55.78,880.92,873.18,666.49
12,6/29/12 12:51 PM,34.87,53.8,771.11,746.19,578.8
13,6/29/12 1:51 PM,35.24,52.67,617.81,576.91,458.19
14,6/29/12 2:51 PM,35.79,50.78,427.77,374.75,293.34
15,6/29/12 3:51 PM,35.45,45.58,230.75,170.56,129.08
16,6/29/12 4:51 PM,37.03,40.47,62.74,39.28,29.65
17,6/29/12 5:51 PM,37.42,35.07,1.53,1.63,1.93
18,6/29/12 6:51 PM,31.55,29.73,0.0,0.0,0.0
19,6/29/12 7:51 PM,28.29,24.8,0.0,0.0,0.0
20,6/29/12 8:51 PM,26.02,21.52,9.28,9.37,5.07
21,6/29/12 9:51 PM,24.69,19.91,97.96,92.65,56.51
22,6/29/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
23,6/29/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
24,6/29/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
1,6/29/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
2,6/29/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
3,6/29/12 9:51 PM,0.0,0.0,0.0,0.0,0.0
4,6/30/12 4:51 AM,19.51,14.79,266.02,266.82,194.96
5,6/30/12 5:51 AM,21.33,17.99,441.72,456.61,346.07
6,6/30/12 6:51 AM,25.3,28.58,640.3,662.75,494.72
7,6/30/12 7:41 AM,29.83,37.98,784.29,812.91,614.84
8,6/30/12 8:50 AM,32.45,43.59,884.45,910.7,683.37
9,6/30/12 9:50 AM,33.91,47.84,927.93,945.87,701.14
10,6/30/12 10:50 AM,35.1,50.34,920.74,926.88,692.33
11,6/30/12 11:40 AM,36.01,51.54,860.52,853.17,652.0
12,6/30/12 12:55 PM,36.27,50.85,751.26,728.45,564.22
13,6/30/12 1:55 PM,36.51,50.06,597.33,559.05,442.34
14,6/30/12 2:55 PM,36.98,47.67,411.35,362.1,282.47
15,6/30/12 3:55 PM,36.9,44.47,221.8,165.83,124.04
16,6/30/12 4:55 PM,38.93,40.81,61.77,39.63,29.46
17,6/30/12 5:55 PM,38.51,35.87,1.92,1.91,3.41
18,6/30/12 6:55 PM,32.41,30.77,0.0,0.0,0.0
19,6/30/12 7:55 PM,29.5,26.04,0.0,0.0,0.0
20,6/30/12 8:55 PM,27.23,22.53,0.0,0.0,0.0
21,6/30/12 8:55 PM,0.0,0.0,0.0,0.0,0.0
22,6/30/12 8:55 PM,0.0,0.0,0.0,0.0,0.0
23,6/30/12 8:55 PM,0.0,0.0,0.0,0.0,0.0
24,6/30/12 8:55 PM,0.0,0.0,0.0,0.0,0.0
1,6/30/12 8:55 PM,0.0,0.0,0.0,0.0,0.0
2,6/30/12 8:55 PM,0.0,0.0,0.0,0.0,0.0
3,6/30/12 8:55 PM,0.0,0.0,0.0,0.0,0.0
4,7/1/12 4:55 AM,20.29,15.46,10.34,10.59,5.98
5,7/1/12 5:55 AM,22.61,19.29,102.2,94.78,57.68
6,7/1/12 6:55 AM,26.09,29.98,269.42,269.75,197.11
7,7/1/12 7:55 AM,30.37,41.46,457.93,472.47,360.56
8,7/1/12 8:55 AM,33.37,45.76,639.39,659.82,491.51
9,7/1/12 9:55 AM,34.43,48.71,786.77,807.1,611.42
10,7/1/12 10:55 AM,35.78,52.92,887.47,906.81,684.21
11,7/1/12 11:55 AM,36.54,55.4,930.56,947.58,704.93
12,7/1/12 12:55 PM,37.47,56.5,922.58,928.85,690.64
13,7/1/12 1:55 PM,37.93,53.42,864.21,857.19,647.61
14,7/1/12 2:55 PM,38.29,51.14,752.8,730.58,565.47
15,7/1/12 3:55 PM,37.74,46.68,599.15,560.37,441.69
16,7/1/12 4:55 PM,39.68,41.79,415.07,365.12,283.17
17,7/1/12 5:55 PM,39.04,36.98,223.45,165.74,124.16
18,7/1/12 6:55 PM,33.05,31.34,62.04,38.72,28.69
19,7/1/12 7:55 PM,29.66,26.07,1.77,1.66,1.95
20,7/1/12 8:55 PM,27.26,22.25,0.0,0.0,0.0
21,7/1/12 9:55 PM,26.34,21.23,0.0,0.0,0.0
22,7/1/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
23,7/1/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
24,7/1/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
1,7/1/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
2,7/1/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
3,7/1/12 9:55 PM,0.0,0.0,0.0,0.0,0.0
4,7/2/12 4:55 AM,22.48,18.53,9.45,9.44,5.5
5,7/2/12 5:55 AM,24.48,21.71,93.15,88.46,56.24
6,7/2/12 6:55 AM,27.97,32.26,251.07,249.63,183.54
7,7/2/12 7:55 AM,31.32,44.0,432.29,444.86,339.58
8,7/2/12 8:55 AM,34.33,52.83,613.36,632.31,469.25
9,7/2/12 9:55 AM,36.4,61.27,758.56,776.99,589.94
10,7/2/12 10:55 AM,37.45,62.46,850.77,866.3,644.61
11,7/2/12 11:55 AM,37.56,63.31,904.92,925.63,682.68
12,7/2/12 12:55 PM,38.1,59.69,782.3,723.76,576.13
13,7/2/12 1:55 PM,39.09,62.16,874.92,876.88,658.63
14,7/2/12 2:55 PM,39.48,59.63,728.63,708.11,535.18
15,7/2/12 3:55 PM,39.23,54.01,583.57,542.73,430.23
16,7/2/12 4:55 PM,40.14,46.16,397.43,352.58,272.77
17,7/2/12 5:55 PM,38.82,38.33,217.92,165.81,123.5
18,7/2/12 6:55 PM,31.32,30.19,56.65,36.9,26.74
19,7/2/12 7:55 PM,28.83,24.85,0.38,0.52,0.86
20,7/2/12 8:55 PM,27.74,23.57,0.0,0.0,0.0
21,7/2/12 9:45 PM,26.79,22.89,0.0,0.0,0.0
22,7/2/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
23,7/2/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
24,7/2/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
1,7/2/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
2,7/2/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
3,7/2/12 9:45 PM,0.0,0.0,0.0,0.0,0.0
4,7/3/12 4:55 AM,22.53,18.03,8.32,8.53,0.0
5,7/3/12 5:55 AM,24.56,21.79,95.07,88.51,0.0
6,7/3/12 6:55 AM,28.08,33.58,257.35,257.73,0.0
7,7/3/12 7:55 AM,30.82,46.11,444.37,460.38,0.0
8,7/3/12 8:55 AM,33.22,52.2,630.74,652.22,229.15
9,7/3/12 9:55 AM,34.88,53.5,777.9,800.34,611.26
10,7/3/12 10:45 AM,35.83,57.92,868.71,892.15,675.35
11,7/3/12 11:51 AM,36.38,60.56,921.38,941.74,695.11
